,system,target,server,fastbest,sparse,extreme,check_labels,check,replication,time_compress,size_compress
9466,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,none,2,6,2094.049,213370892
9467,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,none,2,7,2052.927,213370892
9468,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,none,2,8,2032.083,213370892
9469,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,none,2,9,2040.338,213370892
9470,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,0,1939.436,213370924
9471,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,1,2004.726,213370924
9472,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,2,2049.013,213370924
9473,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,3,2019.568,213370924
9474,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,4,2037.705,213370924
9475,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,5,2059.289,213370924
9476,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,6,2056.786,213370924
9477,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,7,2058.295,213370924
9478,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,8,2057.087,213370924
9479,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,0,sha256,3,9,2049.312,213370924
9480,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,0,2196.239,211776216
9481,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,1,2323.02,211776216
9482,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,2,2299.238,211776216
9483,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,3,2251.0,211776216
9484,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,4,2266.604,211776216
9485,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,5,2430.752,211776216
9486,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,6,2344.172,211776216
9487,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,7,2305.0660000000007,211776216
9488,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,8,2297.98,211776216
9489,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc32,0,9,2299.743,211776216
9490,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,0,2177.728,211776220
9491,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,1,2293.447,211776220
9492,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,2,2278.362,211776220
9493,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,3,2282.97,211776220
9494,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,4,2271.084,211776220
9495,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,5,2357.006,211776220
9496,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,6,2277.669,211776220
9497,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,7,2271.084,211776220
9498,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,8,2283.551,211776220
9499,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,crc64,1,9,2299.675,211776220
9500,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,0,2208.294,211776212
9501,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,1,2302.195,211776212
9502,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,2,2316.063,211776212
9503,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,3,2291.044,211776212
9504,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,4,2265.115,211776212
9505,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,5,2276.091,211776212
9506,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,6,2296.337,211776212
9507,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,7,2302.614,211776212
9508,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,8,2334.56,211776212
9509,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,none,2,9,2285.206,211776212
9510,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,0,2197.417,211776244
9511,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,1,2336.845,211776244
9512,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,2,2292.879,211776244
9513,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,3,2281.271,211776244
9514,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,4,2307.981,211776244
9515,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,5,2307.729,211776244
9516,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,6,2286.196,211776244
9517,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,7,2232.503,211776244
9518,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,8,2279.294,211776244
9519,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,0,1,sha256,3,9,2292.5,211776244
9520,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,0,1910.879,213370896
9521,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,1,2041.548,213370896
9522,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,2,2072.7,213370896
9523,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,3,2007.56,213370896
9524,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,4,2044.726,213370896
9525,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,5,2077.007,213370896
9526,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,6,2100.632,213370896
9527,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,7,2017.618,213370896
9528,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,8,2019.711,213370896
9529,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc32,0,9,2046.899,213370896
9530,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,0,1922.971,213370900
9531,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,1,2068.895,213370900
9532,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,2,2051.89,213370900
9533,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,3,2050.322,213370900
9534,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,4,2050.485,213370900
9535,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,5,2032.619,213370900
9536,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,6,2027.229,213370900
9537,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,7,2041.925,213370900
9538,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,8,2099.18,213370900
9539,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,crc64,1,9,2073.513,213370900
9540,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,0,1915.784,213370892
9541,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,1,2082.635,213370892
9542,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,2,2048.586,213370892
9543,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,3,2061.525,213370892
9544,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,4,2034.645,213370892
9545,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,5,2025.595,213370892
9546,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,6,2060.894,213370892
9547,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,7,2042.745,213370892
9548,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,8,2060.095,213370892
9549,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,none,2,9,2020.547,213370892
9550,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,0,1925.644,213370924
9551,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,1,2074.701,213370924
9552,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,2,2044.154,213370924
9553,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,3,2071.353,213370924
9554,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,4,2033.746,213370924
9555,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,5,2096.071,213370924
9556,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,6,2077.624,213370924
9557,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,7,2028.422,213370924
9558,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,8,2042.227,213370924
9559,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,0,sha256,3,9,2032.438,213370924
9560,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,0,2176.085,211776216
9561,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,1,2313.103,211776216
9562,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,2,2269.785,211776216
9563,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,3,2328.676,211776216
9564,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,4,2282.346,211776216
9565,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,5,2318.591,211776216
9566,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,6,2264.681,211776216
9567,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,7,2266.638,211776216
9568,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,8,2261.934,211776216
9569,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc32,0,9,2311.0370000000007,211776216
9570,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,0,2151.454,211776220
9571,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,1,2321.666,211776220
9572,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,2,2305.257,211776220
9573,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,3,2271.178,211776220
9574,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,4,2255.64,211776220
9575,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,5,2262.073,211776220
9576,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,6,2261.646,211776220
9577,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,7,2271.005,211776220
9578,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,8,2244.454,211776220
9579,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,crc64,1,9,2261.402,211776220
9580,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,0,2187.292,211776212
9581,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,1,2343.708,211776212
9582,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,2,2291.019,211776212
9583,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,3,2256.2,211776212
9584,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,4,2301.67,211776212
9585,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,5,2285.092,211776212
9586,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,6,2282.294,211776212
9587,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,7,2247.53,211776212
9588,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,8,2264.876,211776212
9589,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,none,2,9,2270.279,211776212
9590,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,0,2197.49,211776244
9591,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,1,2276.176,211776244
9592,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,2,2266.311,211776244
9593,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,3,2247.186,211776244
9594,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,4,2214.434,211776244
9595,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,5,2240.95,211776244
9596,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,6,2246.585,211776244
9597,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,7,2203.58,211776244
9598,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,8,2210.935,211776244
9599,xz,benchmark/targets/text/enwik9_10,StandardA1v2-southcentralus,9,1,1,sha256,3,9,2240.091,211776244
9600,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,0,199.515,321261912
9601,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,1,204.501,321261912
9602,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,2,200.754,321261912
9603,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,3,205.168,321261912
9604,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,4,204.96400000000003,321261912
9605,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,5,200.438,321261912
9606,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,6,202.75,321261912
9607,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,7,204.674,321261912
9608,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,8,200.231,321261912
9609,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc32,0,9,200.229,321261912
9610,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,0,203.68400000000003,321261916
9611,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,1,198.479,321261916
9612,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,2,198.504,321261916
9613,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,3,199.114,321261916
9614,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,4,203.566,321261916
9615,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,5,197.391,321261916
9616,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,6,200.096,321261916
9617,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,7,200.03,321261916
9618,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,8,198.776,321261916
9619,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,crc64,1,9,203.747,321261916
9620,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,0,213.417,321261908
9621,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,1,196.954,321261908
9622,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,2,195.25,321261908
9623,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,3,190.737,321261908
9624,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,4,195.01,321261908
9625,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,5,191.81,321261908
9626,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,6,194.646,321261908
9627,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,7,194.746,321261908
9628,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,8,196.367,321261908
9629,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,none,2,9,194.953,321261908
9630,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,0,211.602,321261940
9631,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,1,213.28,321261940
9632,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,2,218.199,321261940
9633,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,3,208.526,321261940
9634,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,4,207.642,321261940
9635,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,5,212.212,321261940
9636,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,6,215.213,321261940
9637,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,7,212.916,321261940
9638,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,8,211.227,321261940
9639,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,0,sha256,3,9,213.682,321261940
9640,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,0,1005.024,264672848
9641,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,1,998.634,264672848
9642,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,2,1004.49,264672848
9643,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,3,1006.346,264672848
9644,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,4,1018.885,264672848
9645,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,5,1018.773,264672848
9646,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,6,1016.467,264672848
9647,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,7,993.493,264672848
9648,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,8,1013.231,264672848
9649,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc32,0,9,1007.591,264672848
9650,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,0,1051.904,264672852
9651,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,1,1071.807,264672852
9652,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,2,1064.094,264672852
9653,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,3,1033.566,264672852
9654,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,4,1020.264,264672852
9655,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,5,1005.175,264672852
9656,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,6,994.415,264672852
9657,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,7,1023.998,264672852
9658,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,8,997.559,264672852
9659,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,crc64,1,9,1001.27,264672852
9660,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,0,1009.959,264672844
9661,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,1,1011.333,264672844
9662,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,2,1018.899,264672844
9663,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,3,1022.853,264672844
9664,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,4,1018.554,264672844
9665,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,5,995.41,264672844
9666,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,6,1001.473,264672844
9667,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,7,1005.443,264672844
9668,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,8,998.314,264672844
9669,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,none,2,9,1002.94,264672844
9670,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,0,870.8919999999998,264672876
9671,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,1,867.9010000000002,264672876
9672,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,2,866.6469999999998,264672876
9673,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,3,871.5269999999998,264672876
9674,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,4,880.0110000000002,264672876
9675,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,5,866.696,264672876
9676,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,6,869.8589999999998,264672876
9677,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,7,881.793,264672876
9678,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,8,871.6469999999998,264672876
9679,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,0,1,sha256,3,9,869.81,264672876
9680,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,0,186.054,321261912
9681,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,1,188.909,321261912
9682,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,2,191.174,321261912
9683,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,3,185.653,321261912
9684,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,4,184.565,321261912
9685,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,5,193.706,321261912
9686,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,6,191.872,321261912
9687,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,7,194.375,321261912
9688,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,8,184.1,321261912
9689,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc32,0,9,185.236,321261912
9690,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,0,186.2,321261916
9691,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,1,189.482,321261916
9692,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,2,184.349,321261916
9693,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,3,183.036,321261916
9694,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,4,186.887,321261916
9695,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,5,182.585,321261916
9696,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,6,186.576,321261916
9697,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,7,182.894,321261916
9698,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,8,184.722,321261916
9699,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,crc64,1,9,186.754,321261916
9700,xz,benchmark/targets/text/enwik9_10,StandardA1v2-westcentralus,0,1,0,none,2,0,179.58,321261908
