,system,target,server,fastbest,verify,lax,replay_gain,lpc_optimization,replication,time_compress,size_compress
10013,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,3,514.0840000000002,585103354
10014,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,4,513.164,585103354
10015,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,5,512.851,585103354
10016,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,6,512.441,585103354
10017,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,7,512.3009999999998,585103354
10018,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,8,512.964,585103354
10019,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,0,1,9,513.286,585103354
10020,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,0,236.742,585848821
10021,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,1,236.458,585848821
10022,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,2,236.288,585848821
10023,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,3,236.919,585848821
10024,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,4,236.26,585848821
10025,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,5,237.414,585848821
10026,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,6,237.073,585848821
10027,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,7,236.787,585848821
10028,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,8,236.651,585848821
10029,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,0,9,236.386,585848821
10030,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,0,562.635,585103544
10031,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,1,562.465,585103544
10032,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,2,563.389,585103544
10033,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,3,562.749,585103544
10034,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,4,562.375,585103544
10035,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,5,562.729,585103544
10036,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,6,561.274,585103544
10037,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,7,563.019,585103544
10038,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,8,561.256,585103544
10039,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,0,1,1,9,561.827,585103544
10040,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,0,186.85,585848631
10041,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,1,186.909,585848631
10042,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,2,188.59,585848631
10043,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,3,186.61900000000003,585848631
10044,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,4,186.757,585848631
10045,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,5,186.86,585848631
10046,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,6,186.814,585848631
10047,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,7,187.083,585848631
10048,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,8,186.776,585848631
10049,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,0,9,187.322,585848631
10050,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,0,511.398,585103354
10051,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,1,513.498,585103354
10052,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,2,513.543,585103354
10053,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,3,511.684,585103354
10054,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,4,513.769,585103354
10055,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,5,512.395,585103354
10056,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,6,513.1080000000002,585103354
10057,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,7,512.444,585103354
10058,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,8,512.5930000000002,585103354
10059,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,0,1,9,512.464,585103354
10060,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,0,236.975,585848821
10061,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,1,236.393,585848821
10062,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,2,236.042,585848821
10063,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,3,236.417,585848821
10064,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,4,236.596,585848821
10065,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,5,236.011,585848821
10066,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,6,236.473,585848821
10067,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,7,236.461,585848821
10068,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,8,236.365,585848821
10069,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,0,9,236.562,585848821
10070,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,0,560.874,585103544
10071,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,1,562.602,585103544
10072,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,2,562.9730000000002,585103544
10073,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,3,561.962,585103544
10074,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,4,562.788,585103544
10075,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,5,561.849,585103544
10076,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,6,562.341,585103544
10077,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,7,562.25,585103544
10078,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,8,560.4019999999998,585103544
10079,flac,benchmark/targets/audio/ghosts.wav,BasicA2-japaneast,8,1,1,1,1,9,561.269,585103544
10080,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,0,50.499,636308800
10081,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,1,49.284,636308800
10082,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,2,48.997,636308800
10083,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,3,49.199,636308800
10084,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,4,48.453,636308800
10085,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,5,49.129,636308800
10086,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,6,48.18899999999999,636308800
10087,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,7,48.639,636308800
10088,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,8,47.706,636308800
10089,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,0,9,49.543,636308800
10090,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,0,51.622,636308800
10091,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,1,51.397,636308800
10092,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,2,52.793,636308800
10093,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,3,52.518,636308800
10094,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,4,52.398,636308800
10095,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,5,51.308,636308800
10096,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,6,60.52,636308800
10097,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,7,51.492,636308800
10098,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,8,51.25899999999999,636308800
10099,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,0,1,9,54.552,636308800
10100,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,0,104.664,636308990
10101,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,1,103.624,636308990
10102,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,2,104.397,636308990
10103,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,3,103.013,636308990
10104,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,4,102.924,636308990
10105,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,5,102.744,636308990
10106,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,6,106.497,636308990
10107,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,7,103.12,636308990
10108,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,8,105.7,636308990
10109,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,0,9,103.88,636308990
10110,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,0,108.195,636308990
10111,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,1,108.033,636308990
10112,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,2,108.836,636308990
10113,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,3,108.004,636308990
10114,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,4,107.917,636308990
10115,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,5,107.829,636308990
10116,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,6,107.994,636308990
10117,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,7,107.867,636308990
10118,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,8,108.063,636308990
10119,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,0,1,1,9,111.743,636308990
10120,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,0,48.298,636308800
10121,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,1,48.67100000000001,636308800
10122,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,2,61.923,636308800
10123,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,3,48.395,636308800
10124,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,4,48.663,636308800
10125,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,5,48.91,636308800
10126,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,6,48.289,636308800
10127,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,7,47.678,636308800
10128,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,8,48.444,636308800
10129,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,0,9,48.858,636308800
10130,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,0,54.655,636308800
10131,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,1,51.933,636308800
10132,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,2,51.51,636308800
10133,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,3,52.014,636308800
10134,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,4,51.999,636308800
10135,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,5,52.475,636308800
10136,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,6,51.629,636308800
10137,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,7,51.625,636308800
10138,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,8,51.706,636308800
10139,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,0,1,9,52.271,636308800
10140,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,0,102.206,636308990
10141,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,1,110.925,636308990
10142,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,2,102.868,636308990
10143,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,3,103.114,636308990
10144,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,4,103.066,636308990
10145,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,5,104.292,636308990
10146,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,6,105.668,636308990
10147,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,7,104.156,636308990
10148,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,8,104.969,636308990
10149,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,0,9,104.097,636308990
10150,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,0,107.011,636308990
10151,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,1,108.552,636308990
10152,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,2,107.27,636308990
10153,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,3,108.196,636308990
10154,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,4,107.618,636308990
10155,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,5,108.055,636308990
10156,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,6,108.45,636308990
10157,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,7,108.441,636308990
10158,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,8,107.418,636308990
10159,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,0,1,1,1,9,107.71,636308990
10160,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,0,69.722,636308800
10161,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,1,70.756,636308800
10162,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,2,70.086,636308800
10163,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,3,69.694,636308800
10164,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,4,70.657,636308800
10165,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,5,70.627,636308800
10166,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,6,68.642,636308800
10167,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,7,68.704,636308800
10168,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,8,68.258,636308800
10169,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,0,9,69.465,636308800
10170,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,0,73.036,636308800
10171,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,1,75.639,636308800
10172,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,2,73.334,636308800
10173,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,3,76.355,636308800
10174,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,4,74.712,636308800
10175,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,5,76.391,636308800
10176,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,6,73.2,636308800
10177,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,7,73.69,636308800
10178,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,8,73.883,636308800
10179,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,0,1,9,74.417,636308800
10180,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,0,127.822,636308990
10181,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,1,125.883,636308990
10182,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,2,130.516,636308990
10183,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,3,124.527,636308990
10184,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,4,126.668,636308990
10185,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,5,128.733,636308990
10186,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,6,124.523,636308990
10187,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,7,125.058,636308990
10188,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,8,125.684,636308990
10189,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,0,9,127.805,636308990
10190,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,0,132.724,636308990
10191,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,1,131.122,636308990
10192,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,2,130.905,636308990
10193,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,3,130.232,636308990
10194,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,4,129.405,636308990
10195,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,5,128.866,636308990
10196,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,6,129.47299999999998,636308990
10197,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,7,129.94299999999998,636308990
10198,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,8,129.44799999999998,636308990
10199,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,0,1,1,9,129.109,636308990
10200,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,0,79.51,636308800
10201,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,1,69.91,636308800
10202,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,2,69.93,636308800
10203,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,3,69.59100000000001,636308800
10204,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,4,73.047,636308800
10205,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,5,71.145,636308800
10206,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,6,73.215,636308800
10207,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,7,86.436,636308800
10208,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,8,71.336,636308800
10209,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,0,9,71.993,636308800
10210,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,0,74.278,636308800
10211,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,1,73.984,636308800
10212,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,2,72.896,636308800
10213,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,3,73.282,636308800
10214,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,4,83.291,636308800
10215,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,5,73.17399999999998,636308800
10216,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,6,90.231,636308800
10217,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,7,72.689,636308800
10218,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,8,76.917,636308800
10219,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,0,1,9,74.33,636308800
10220,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,0,126.699,636308990
10221,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,1,126.461,636308990
10222,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,2,125.902,636308990
10223,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,3,125.571,636308990
10224,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,4,123.584,636308990
10225,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,5,124.673,636308990
10226,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,6,126.781,636308990
10227,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,7,125.597,636308990
10228,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,8,126.768,636308990
10229,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,0,9,124.809,636308990
10230,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,0,130.291,636308990
10231,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,1,129.359,636308990
10232,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,2,127.822,636308990
10233,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,3,127.526,636308990
10234,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,4,129.644,636308990
10235,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,5,128.855,636308990
10236,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,6,131.003,636308990
10237,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,7,130.108,636308990
10238,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,8,129.50799999999998,636308990
10239,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,0,1,1,1,1,9,130.539,636308990
10240,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,0,63.846,624074079
10241,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,1,69.26899999999999,624074079
10242,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,2,63.861,624074079
10243,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,3,56.93600000000001,624074079
10244,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,4,65.944,624074079
10245,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,5,91.329,624074079
10246,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,6,69.13,624074079
10247,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,7,63.71,624074079
10248,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,8,57.04600000000001,624074079
10249,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,0,9,78.358,624074079
10250,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,0,54.024,624074079
10251,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,1,55.43600000000001,624074079
10252,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,2,53.556,624074079
10253,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,3,81.406,624074079
10254,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,4,63.054,624074079
10255,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,5,54.458,624074079
10256,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,6,83.712,624074079
10257,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,7,54.806,624074079
10258,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,8,83.87899999999998,624074079
10259,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,0,1,9,55.182,624074079
10260,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,1,0,0,105.489,624074269
10261,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,1,0,1,105.442,624074269
10262,flac,benchmark/targets/audio/ghosts.wav,BasicA2-westus2,1,0,0,1,0,2,105.769,624074269
