,system,target,server,fastbest,rsyncable,replication,time_compress,size_compress
2694,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,4,127.929,327154356
2695,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,5,127.592,327154356
2696,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,6,127.829,327154356
2697,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,7,127.98,327154356
2698,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,8,128.543,327154356
2699,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,0,9,128.52200000000002,327154356
2700,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,0,150.352,334249788
2701,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,1,150.306,334249788
2702,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,2,150.05700000000004,334249788
2703,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,3,149.779,334249788
2704,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,4,149.9,334249788
2705,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,5,149.819,334249788
2706,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,6,149.88,334249788
2707,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,7,149.734,334249788
2708,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,8,150.061,334249788
2709,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,9,149.79399999999995,334249788
2710,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,0,150.037,334249788
2711,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,1,151.327,334249788
2712,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,2,152.695,334249788
2713,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,3,151.885,334249788
2714,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,4,149.93,334249788
2715,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,5,150.175,334249788
2716,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,6,150.692,334249788
2717,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,7,150.32399999999996,334249788
2718,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,8,150.341,334249788
2719,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,5,1,9,150.128,334249788
2720,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,0,169.692,323742885
2721,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,1,176.41,323742885
2722,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,2,169.96400000000003,323742885
2723,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,3,170.75,323742885
2724,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,4,169.674,323742885
2725,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,5,169.734,323742885
2726,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,6,170.16099999999997,323742885
2727,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,7,169.643,323742885
2728,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,8,169.65400000000002,323742885
2729,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,9,169.446,323742885
2730,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,0,169.738,323742885
2731,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,1,171.356,323742885
2732,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,2,170.174,323742885
2733,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,3,169.679,323742885
2734,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,4,171.347,323742885
2735,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,5,170.03,323742885
2736,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,6,169.767,323742885
2737,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,7,171.255,323742885
2738,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,8,170.674,323742885
2739,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,0,9,170.708,323742885
2740,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,0,191.893,330740993
2741,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,1,194.211,330740993
2742,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,2,193.503,330740993
2743,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,3,191.409,330740993
2744,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,4,192.441,330740993
2745,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,5,191.736,330740993
2746,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,6,193.173,330740993
2747,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,7,191.779,330740993
2748,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,8,191.657,330740993
2749,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,9,192.615,330740993
2750,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,0,191.804,330740993
2751,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,1,198.332,330740993
2752,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,2,192.264,330740993
2753,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,3,192.281,330740993
2754,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,4,191.761,330740993
2755,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,5,192.823,330740993
2756,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,6,192.13,330740993
2757,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,7,192.189,330740993
2758,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,8,192.321,330740993
2759,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,6,1,9,193.303,330740993
2760,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,0,188.078,323099079
2761,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,1,190.158,323099079
2762,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,2,187.912,323099079
2763,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,3,187.832,323099079
2764,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,4,187.834,323099079
2765,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,5,187.682,323099079
2766,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,6,187.984,323099079
2767,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,7,193.669,323099079
2768,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,8,187.205,323099079
2769,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,9,187.713,323099079
2770,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,0,188.412,323099079
2771,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,1,191.739,323099079
2772,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,2,188.69,323099079
2773,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,3,188.741,323099079
2774,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,4,188.952,323099079
2775,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,5,189.754,323099079
2776,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,6,188.677,323099079
2777,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,7,187.759,323099079
2778,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,8,187.664,323099079
2779,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,0,9,189.287,323099079
2780,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,0,211.226,330072227
2781,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,1,210.688,330072227
2782,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,2,210.287,330072227
2783,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,3,210.3,330072227
2784,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,4,210.426,330072227
2785,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,5,210.507,330072227
2786,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,6,210.013,330072227
2787,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,7,209.967,330072227
2788,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,8,210.238,330072227
2789,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,9,209.983,330072227
2790,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,0,210.351,330072227
2791,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,1,214.583,330072227
2792,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,2,210.095,330072227
2793,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,3,209.924,330072227
2794,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,4,210.813,330072227
2795,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,5,210.907,330072227
2796,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,6,210.963,330072227
2797,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,7,210.087,330072227
2798,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,8,210.05,330072227
2799,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,7,1,9,210.627,330072227
2800,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,0,208.437,322601592
2801,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,1,209.233,322601592
2802,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,2,207.647,322601592
2803,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,3,207.879,322601592
2804,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,4,212.252,322601592
2805,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,5,207.618,322601592
2806,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,6,210.459,322601592
2807,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,7,208.166,322601592
2808,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,8,209.165,322601592
2809,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,9,208.287,322601592
2810,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,0,208.208,322601592
2811,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,1,212.179,322601592
2812,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,2,209.0,322601592
2813,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,3,209.7,322601592
2814,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,4,208.013,322601592
2815,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,5,208.202,322601592
2816,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,6,214.298,322601592
2817,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,7,208.118,322601592
2818,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,8,207.99400000000003,322601592
2819,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,0,9,209.828,322601592
2820,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,0,230.566,329560496
2821,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,1,241.349,329560496
2822,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,2,247.001,329560496
2823,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,3,230.078,329560496
2824,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,4,230.826,329560496
2825,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,5,237.451,329560496
2826,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,6,230.585,329560496
2827,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,7,230.033,329560496
2828,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,8,231.066,329560496
2829,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,9,230.804,329560496
2830,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,0,232.845,329560496
2831,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,1,253.235,329560496
2832,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,2,231.037,329560496
2833,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,3,231.279,329560496
2834,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,4,230.919,329560496
2835,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,5,231.056,329560496
2836,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,6,231.443,329560496
2837,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,7,230.891,329560496
2838,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,8,230.998,329560496
2839,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,8,1,9,231.693,329560496
2840,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,0,209.036,322591998
2841,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,1,209.433,322591998
2842,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,2,208.804,322591998
2843,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,3,208.632,322591998
2844,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,4,208.783,322591998
2845,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,5,208.901,322591998
2846,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,6,208.814,322591998
2847,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,7,209.008,322591998
2848,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,8,209.196,322591998
2849,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,9,208.938,322591998
2850,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,0,208.71,322591998
2851,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,1,212.191,322591998
2852,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,2,209.441,322591998
2853,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,3,208.901,322591998
2854,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,4,209.195,322591998
2855,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,5,209.025,322591998
2856,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,6,214.365,322591998
2857,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,7,209.758,322591998
2858,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,8,209.213,322591998
2859,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,0,9,208.894,322591998
2860,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,0,231.169,329554215
2861,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,1,234.645,329554215
2862,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,2,233.828,329554215
2863,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,3,231.483,329554215
2864,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,4,230.927,329554215
2865,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,5,231.158,329554215
2866,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,6,230.828,329554215
2867,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,7,232.295,329554215
2868,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,8,231.29,329554215
2869,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,9,231.43400000000003,329554215
2870,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,0,231.613,329554215
2871,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,1,236.992,329554215
2872,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,2,235.465,329554215
2873,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,3,232.01,329554215
2874,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,4,231.563,329554215
2875,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,5,232.55900000000003,329554215
2876,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,6,234.541,329554215
2877,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,7,231.185,329554215
2878,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,8,231.398,329554215
2879,gzip,benchmark/targets/text/enwik9_10,BasicA2-japaneast,9,1,9,249.767,329554215
2880,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,0,158.83,378104089
2881,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,1,68.107,378104089
2882,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,2,65.805,378104089
2883,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,3,65.98899999999999,378104089
2884,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,4,66.95100000000001,378104089
2885,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,5,68.182,378104089
2886,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,6,67.99,378104089
2887,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,7,69.039,378104089
2888,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,8,68.965,378104089
2889,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,9,68.628,378104089
2890,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,0,72.058,378104089
2891,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,1,72.46300000000002,378104089
2892,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,2,72.155,378104089
2893,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,3,70.592,378104089
2894,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,4,70.709,378104089
2895,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,5,70.10300000000001,378104089
2896,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,6,72.696,378104089
2897,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,7,75.567,378104089
2898,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,8,69.313,378104089
2899,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,0,9,71.917,378104089
2900,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,0,90.243,385340666
2901,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,1,90.596,385340666
2902,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,2,90.06299999999997,385340666
2903,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,3,89.838,385340666
2904,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,4,90.608,385340666
2905,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,5,90.373,385340666
2906,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,6,86.806,385340666
2907,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,7,87.848,385340666
2908,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,8,88.89399999999998,385340666
2909,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,9,89.92,385340666
2910,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,0,91.061,385340666
2911,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,1,86.88600000000002,385340666
2912,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,2,89.508,385340666
2913,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,3,88.6,385340666
2914,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,4,87.62799999999999,385340666
2915,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,5,88.31299999999997,385340666
2916,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,6,89.19200000000002,385340666
2917,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,7,85.88600000000002,385340666
2918,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,8,87.34899999999998,385340666
2919,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,1,1,9,91.346,385340666
2920,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,0,72.278,363837010
2921,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,1,72.612,363837010
2922,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,2,73.943,363837010
2923,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,3,71.55,363837010
2924,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,4,73.844,363837010
2925,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,5,71.094,363837010
2926,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,6,72.5,363837010
2927,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,7,73.087,363837010
2928,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,8,72.602,363837010
2929,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,9,72.06,363837010
2930,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,0,74.278,363837010
2931,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,1,78.205,363837010
2932,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,2,74.883,363837010
2933,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,3,75.572,363837010
2934,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,4,77.303,363837010
2935,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,5,73.688,363837010
2936,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,6,74.301,363837010
2937,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,7,74.37899999999998,363837010
2938,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,8,74.51100000000002,363837010
2939,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,0,9,76.229,363837010
2940,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,0,94.73,370986994
2941,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,1,96.136,370986994
2942,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,2,94.922,370986994
2943,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,3,94.646,370986994
2944,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,4,95.014,370986994
2945,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,5,94.3,370986994
2946,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,6,93.241,370986994
2947,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,7,93.791,370986994
2948,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,8,97.062,370986994
2949,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,9,92.204,370986994
2950,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,0,98.311,370986994
2951,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,1,99.265,370986994
2952,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,2,96.345,370986994
2953,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,3,98.423,370986994
2954,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,4,95.508,370986994
2955,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,5,100.767,370986994
2956,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,6,96.753,370986994
2957,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,7,96.252,370986994
2958,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,8,97.308,370986994
2959,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,2,1,9,95.787,370986994
2960,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,0,90.508,353355744
2961,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,1,90.962,353355744
2962,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,2,88.445,353355744
2963,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,3,91.477,353355744
2964,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,4,89.355,353355744
2965,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,5,89.055,353355744
2966,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,6,89.88600000000002,353355744
2967,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,7,91.533,353355744
2968,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,8,91.847,353355744
2969,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,9,92.298,353355744
2970,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,0,91.369,353355744
2971,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,1,91.677,353355744
2972,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,2,93.586,353355744
2973,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,3,93.443,353355744
2974,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,4,95.759,353355744
2975,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,5,94.53,353355744
2976,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,6,91.849,353355744
2977,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,7,91.536,353355744
2978,gzip,benchmark/targets/text/enwik9_10,BasicA2-westus2,3,0,8,91.381,353355744
