,system,target,server,fastbest,small,replication,time_compress,size_compress
1673,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,3,469.771,279931654
1674,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,4,469.263,279931654
1675,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,5,470.121,279931654
1676,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,6,468.899,279931654
1677,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,7,470.127,279931654
1678,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,8,469.532,279931654
1679,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,3,1,9,469.495,279931654
1680,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,0,538.379,266988881
1681,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,1,487.575,266988881
1682,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,2,488.645,266988881
1683,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,3,487.981,266988881
1684,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,4,487.067,266988881
1685,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,5,488.48,266988881
1686,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,6,492.412,266988881
1687,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,7,488.106,266988881
1688,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,8,488.121,266988881
1689,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,0,9,487.646,266988881
1690,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,0,470.898,279931654
1691,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,1,469.009,279931654
1692,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,2,505.637,279931654
1693,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,3,470.144,279931654
1694,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,4,469.446,279931654
1695,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,5,469.173,279931654
1696,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,6,469.809,279931654
1697,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,7,468.164,279931654
1698,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,8,470.53,279931654
1699,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,4,1,9,468.659,279931654
1700,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,0,496.503,263222994
1701,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,1,496.537,263222994
1702,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,2,496.155,263222994
1703,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,3,495.908,263222994
1704,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,4,497.878,263222994
1705,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,5,500.255,263222994
1706,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,6,490.378,263222994
1707,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,7,497.381,263222994
1708,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,8,500.979,263222994
1709,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,0,9,498.44,263222994
1710,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,0,500.332,279931654
1711,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,1,471.794,279931654
1712,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,2,469.977,279931654
1713,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,3,470.021,279931654
1714,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,4,470.889,279931654
1715,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,5,470.518,279931654
1716,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,6,471.17800000000005,279931654
1717,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,7,469.75,279931654
1718,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,8,470.799,279931654
1719,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,5,1,9,470.684,279931654
1720,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,0,575.409,260293182
1721,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,1,496.05,260293182
1722,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,2,505.949,260293182
1723,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,3,496.918,260293182
1724,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,4,505.015,260293182
1725,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,5,507.265,260293182
1726,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,6,505.282,260293182
1727,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,7,506.252,260293182
1728,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,8,505.454,260293182
1729,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,0,9,505.224,260293182
1730,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,0,470.337,279931654
1731,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,1,470.102,279931654
1732,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,2,472.051,279931654
1733,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,3,469.679,279931654
1734,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,4,470.56,279931654
1735,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,5,469.894,279931654
1736,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,6,470.804,279931654
1737,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,7,469.568,279931654
1738,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,8,471.817,279931654
1739,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,6,1,9,470.245,279931654
1740,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,0,504.733,257872477
1741,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,1,514.082,257872477
1742,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,2,514.115,257872477
1743,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,3,509.292,257872477
1744,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,4,511.871,257872477
1745,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,5,513.007,257872477
1746,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,6,510.991,257872477
1747,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,7,512.12,257872477
1748,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,8,505.102,257872477
1749,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,0,9,512.8,257872477
1750,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,0,500.24300000000005,279931654
1751,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,1,470.28,279931654
1752,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,2,469.41,279931654
1753,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,3,468.48800000000006,279931654
1754,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,4,469.203,279931654
1755,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,5,488.956,279931654
1756,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,6,469.07,279931654
1757,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,7,468.58,279931654
1758,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,8,469.364,279931654
1759,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,7,1,9,469.732,279931654
1760,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,0,509.103,255768146
1761,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,1,516.75,255768146
1762,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,2,517.624,255768146
1763,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,3,517.404,255768146
1764,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,4,516.72,255768146
1765,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,5,511.408,255768146
1766,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,6,509.86800000000005,255768146
1767,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,7,518.0169999999998,255768146
1768,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,8,519.0269999999998,255768146
1769,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,0,9,518.9259999999998,255768146
1770,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,0,470.231,279931654
1771,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,1,468.163,279931654
1772,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,2,469.7480000000001,279931654
1773,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,3,470.727,279931654
1774,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,4,469.223,279931654
1775,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,5,469.69,279931654
1776,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,6,470.73800000000006,279931654
1777,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,7,469.538,279931654
1778,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,8,469.886,279931654
1779,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,8,1,9,469.7480000000001,279931654
1780,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,0,523.339,253977891
1781,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,1,524.701,253977891
1782,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,2,523.198,253977891
1783,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,3,527.35,253977891
1784,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,4,520.138,253977891
1785,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,5,515.194,253977891
1786,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,6,523.075,253977891
1787,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,7,523.414,253977891
1788,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,8,523.763,253977891
1789,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,0,9,523.8430000000002,253977891
1790,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,0,504.4,279931654
1791,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,1,469.354,279931654
1792,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,2,469.666,279931654
1793,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,3,474.341,279931654
1794,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,4,468.131,279931654
1795,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,5,469.4,279931654
1796,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,6,469.274,279931654
1797,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,7,473.744,279931654
1798,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,8,468.593,279931654
1799,bzip2,benchmark/targets/text/enwik9_10,StandardA0-japaneast,9,1,9,468.234,279931654
1800,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,0,262.647,295663934
1801,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,1,249.222,295663934
1802,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,2,247.928,295663934
1803,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,3,247.799,295663934
1804,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,4,249.39,295663934
1805,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,5,245.723,295663934
1806,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,6,248.584,295663934
1807,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,7,248.904,295663934
1808,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,8,248.335,295663934
1809,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,0,9,249.35,295663934
1810,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,0,248.002,295663934
1811,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,1,250.194,295663934
1812,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,2,249.713,295663934
1813,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,3,248.622,295663934
1814,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,4,246.943,295663934
1815,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,5,252.493,295663934
1816,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,6,249.452,295663934
1817,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,7,249.153,295663934
1818,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,8,251.392,295663934
1819,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,1,1,9,247.889,295663934
1820,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,0,243.703,279931654
1821,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,1,244.678,279931654
1822,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,2,246.041,279931654
1823,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,3,245.493,279931654
1824,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,4,249.841,279931654
1825,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,5,240.902,279931654
1826,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,6,243.918,279931654
1827,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,7,246.642,279931654
1828,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,8,248.023,279931654
1829,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,0,9,243.685,279931654
1830,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,0,244.919,279931654
1831,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,1,245.127,279931654
1832,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,2,253.014,279931654
1833,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,3,244.727,279931654
1834,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,4,244.479,279931654
1835,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,5,245.267,279931654
1836,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,6,247.775,279931654
1837,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,7,260.816,279931654
1838,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,8,241.457,279931654
1839,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,2,1,9,243.998,279931654
1840,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,0,249.608,272067783
1841,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,1,248.967,272067783
1842,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,2,253.012,272067783
1843,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,3,250.217,272067783
1844,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,4,256.074,272067783
1845,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,5,248.47,272067783
1846,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,6,249.381,272067783
1847,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,7,247.417,272067783
1848,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,8,251.621,272067783
1849,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,0,9,246.958,272067783
1850,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,0,243.24400000000003,279931654
1851,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,1,244.106,279931654
1852,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,2,245.683,279931654
1853,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,3,248.35,279931654
1854,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,4,247.046,279931654
1855,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,5,249.377,279931654
1856,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,6,246.406,279931654
1857,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,7,254.844,279931654
1858,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,8,244.08,279931654
1859,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,3,1,9,243.634,279931654
1860,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,0,254.938,266988881
1861,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,1,253.705,266988881
1862,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,2,253.493,266988881
1863,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,3,254.719,266988881
1864,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,4,255.034,266988881
1865,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,5,256.695,266988881
1866,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,6,253.441,266988881
1867,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,7,256.135,266988881
1868,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,8,254.472,266988881
1869,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,0,9,253.694,266988881
1870,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,0,244.563,279931654
1871,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,1,241.974,279931654
1872,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,2,243.792,279931654
1873,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,3,243.706,279931654
1874,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,4,251.89,279931654
1875,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,5,244.417,279931654
1876,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,6,246.806,279931654
1877,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,7,244.991,279931654
1878,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,8,243.948,279931654
1879,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,4,1,9,244.879,279931654
1880,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,0,259.708,263222994
1881,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,1,261.278,263222994
1882,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,2,262.567,263222994
1883,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,3,258.108,263222994
1884,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,4,260.262,263222994
1885,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,5,259.116,263222994
1886,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,6,262.482,263222994
1887,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,7,268.478,263222994
1888,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,8,251.908,263222994
1889,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,0,9,257.671,263222994
1890,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,0,243.067,279931654
1891,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,1,245.58,279931654
1892,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,2,247.33,279931654
1893,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,3,243.441,279931654
1894,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,4,248.267,279931654
1895,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,5,244.726,279931654
1896,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,6,246.686,279931654
1897,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,7,251.893,279931654
1898,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,8,247.865,279931654
1899,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,5,1,9,242.162,279931654
1900,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,0,261.148,260293182
1901,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,1,261.022,260293182
1902,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,2,260.841,260293182
1903,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,3,279.812,260293182
1904,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,4,264.212,260293182
1905,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,5,264.189,260293182
1906,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,6,265.18,260293182
1907,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,7,262.814,260293182
1908,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,8,260.889,260293182
1909,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,0,9,263.53700000000003,260293182
1910,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,0,244.767,279931654
1911,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,1,244.005,279931654
1912,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,2,245.029,279931654
1913,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,3,243.878,279931654
1914,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,4,244.766,279931654
1915,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,5,245.57,279931654
1916,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,6,244.67,279931654
1917,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,7,241.311,279931654
1918,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,8,244.9,279931654
1919,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,6,1,9,244.899,279931654
1920,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,0,268.633,257872477
1921,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,1,263.35200000000003,257872477
1922,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,2,266.592,257872477
1923,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,3,269.85,257872477
1924,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,4,260.626,257872477
1925,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,5,261.922,257872477
1926,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,6,265.798,257872477
1927,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,7,260.251,257872477
1928,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,8,268.24,257872477
1929,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,0,9,262.348,257872477
1930,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,0,244.666,279931654
1931,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,1,243.226,279931654
1932,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,2,243.578,279931654
1933,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,3,247.815,279931654
1934,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,4,247.546,279931654
1935,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,5,249.297,279931654
1936,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,6,253.104,279931654
1937,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,7,244.113,279931654
1938,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,8,246.319,279931654
1939,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,7,1,9,247.024,279931654
1940,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,0,270.384,255768146
1941,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,1,319.383,255768146
1942,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,2,271.789,255768146
1943,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,3,279.588,255768146
1944,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,4,276.13,255768146
1945,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,5,276.032,255768146
1946,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,6,274.813,255768146
1947,bzip2,benchmark/targets/text/enwik9_10,StandardA1-canadacentral,8,0,7,270.03,255768146
